CHEBI_8426	PR_Q9UNQ0
CHEBI_35553	PR_P10635
CHEBI_6402	PR_P05177
CHEBI_7465	PR_P10635
CHEBI_6923	PR_P33261
CHEBI_64318	PR_P08684
CHEBI_10100	PR_P11712
CHEBI_8461	PR_P10635
CHEBI_7459	PR_P10635
CHEBI_8426	PR_Q96FL8
CHEBI_7565	PR_P05177
CHEBI_8673	PR_P11712
CHEBI_3238	PR_P10635
CHEBI_7582	PR_P33261
CHEBI_47381	PR_O60656
CHEBI_47381	PR_P19224
CHEBI_45980	PR_P10635
CHEBI_135590	PR_P10635
CHEBI_45285	PR_P08684
CHEBI_48574	PR_P11712
CHEBI_6541	PR_P11712
CHEBI_85078	PR_P31639
CHEBI_7565	PR_P08684
CHEBI_31859	PR_P05177
CHEBI_39548	PR_P08684
CHEBI_6919	PR_P11712
CHEBI_9249	PR_P33261
CHEBI_8081	PR_P10635
CHEBI_37924	PR_P11712
CHEBI_135737	PR_P08684
CHEBI_9948	PR_Q9UNQ0
CHEBI_72291	PR_P08684
CHEBI_50692	PR_P08684
CHEBI_64216	PR_P10635
CHEBI_3219	PR_P33261
CHEBI_9325	PR_P11712
CHEBI_68639	PR_P19099
CHEBI_2611	PR_P08684
CHEBI_63619	PR_P10635
CHEBI_83305	NCBITaxon_1201292
CHEBI_6923	PR_P08684
CHEBI_6030	PR_P08684
CHEBI_77069	PR_P10635
CHEBI_5818	PR_P10635
CHEBI_8499	PR_P10635
CHEBI_9168	PR_P33261
CHEBI_8426	PR_Q9HAW7
CHEBI_7582	PR_P11712
CHEBI_6030	PR_P20815
CHEBI_4636	PR_P10635
CHEBI_47519	PR_P05108
CHEBI_7550	PR_P11712
CHEBI_63632	PR_P08684
CHEBI_6375	PR_P33261
CHEBI_31687	PR_P10635
CHEBI_4659	PR_P05177
CHEBI_4562	PR_P08684
CHEBI_32215	PR_P33261
CHEBI_46081	PR_P08684
CHEBI_6690	PR_P08684
CHEBI_4513	PR_P11712
CHEBI_47519	PR_Q07973
CHEBI_7789	PR_P10635
CHEBI_4910	PR_P15538
CHEBI_9448	PR_P10635
CHEBI_44241	PR_P19099
CHEBI_7575	PR_P08684
CHEBI_31298	PR_P10635
CHEBI_10093	PR_P10635
CHEBI_9325	PR_P05177
CHEBI_6375	PR_P10635
CHEBI_5693	PR_P33261
CHEBI_45409	PR_P10635
CHEBI_6343	PR_P10635
CHEBI_52717	PR_P33261
CHEBI_37924	PR_P22309
CHEBI_3215	PR_P10635
CHEBI_3023	PR_P11712
CHEBI_132922	PR_P11712
CHEBI_9588	PR_P11509
CHEBI_3545	PR_P08684
CHEBI_3738	PR_P10635
